CATEGORY,ITEM_ID,ITEM_NAME,SALE_PRICE,REDUCED_PRICE,BENEFIT_PRICE,DISCOUNT_RATE,IS_FOOD,ITEM_FEATURE1,ITEM_FEATURE2,MEANING_SCORE,PRICE_DT,KURLY_HCT,KURLY_MCT
잼,1249962764,본 마만 붉은 과일 잼 플라스크 370g 2개 유럽,"42,600","42,600",0, - , 식품 ,,,,2022-07-01,베이커리_치즈_델리,잼_버터_스프레드
카레,33062031915,일본프리미엄카레/커리/맛있는요리카레,"7,920","7,920",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
보리쌀,29245426091,[호남평야] 2021년산 햇 찰보리쌀 10kg,"24,000","24,000",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
혼식곡,20027718120,강창환 태교음악 무농약발아찰흑미 1kg  1개,"9,730","9,730",0, - , 식품 , 친환경 ,,486.5,2022-07-01,과일_견과_쌀,쌀_잡곡
전복,24450503588,완도전복 2미,"5,260","5,260",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,해산물_조개류
즉석식품,84353066342,CJ제일제당 햇반 이천쌀밥 210g 18개입,"21,590","21,590",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,떡볶이_튀김_순대
카레,23760640490,오뚜기 3일 숙성카레 순한맛 200g,"1,850","1,850",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
밤,1105773888,틔움세상 화분재배키트 꽃집사 시리즈 레몬밤 키우기,"5,000","5,000",0, - , 식품 ,,컬리온리,,2022-07-01,과일_견과_쌀,제철과일
스낵과자,30664661107,포카칩 포카칩 어니언맛 66g x 20ea 한박스,"22,450","22,450",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,과자_스낵_쿠키
드레싱,31133611753,방수 드레싱밴드 에이덤플러스 (10cm x 10cm) 50매,"31,900","31,900",0, - , 식품 ,,,,2022-07-01,면_양념_오일,식초_소스_드레싱
스낵과자,32041998128,메가칩머쉬룸 스낵과자 100g x 5개,"17,170","17,170",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,과자_스낵_쿠키
키위,31842993507,프레시데이 새콤달콤 제스프리 골드키위 점보특대 41입,"62,100","62,100",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,수입과일
수박,82539601812,유명산지 점보수박 9KG이상(통),"18,990","18,990",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,국산과일
미역,32149400628,[ON] 염장 미역줄기 10kg,"20,700","20,700",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
껌,33195383251,롯데제과 졸음번쩍껌 2종,"14,800","14,800",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,초콜릿_젤리_캔디
냉동식품,1333673052,사옹원 튀김공방 쫀득한입감자 300g 1개,"4,500","4,500",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
콩,31959072002,2021 국내산 무안 황토밭 서리태 (검정콩) 1kg,"11,250","11,250",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
김치,29792975726,종가집 [종합몰]_종가집 행복이온전라도포기김치 10kg,"46,440","46,440",0, - , 식품 ,,,,2022-07-01,국_반찬_메인요리,김치_젓갈_장류
배,29010781774,[프레쉬팜] 프리미엄 팔각 배 선물세트 7.5kg(배12과),"75,910","75,910",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
사과,834294901,의성에서 보내드리는 꿀당도 사과(특대) 5kg,"57,900","57,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
밤,31941735622,프레시데이 [농협] 옥광밤으로 만든 맛있는 옥광 맛밤 10봉 50g/봉,"37,350","37,350",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
생선통조림,83409755172,[홈플러스]오뚜기_꽁치_400G,"6,890","6,890",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,수산가공품
마른멸치,27497655458,건어물왕 명품 국내산 멸치 가이리멸치 150g,"4,900","4,900",0, - , 식품 ,,컬리온리,,2022-07-01,수산_해산_건어물,건어물_다시팩
오징어,83309665026,건어물 간식 오징어육포 마른안주 매운맛 오육포 100g 200g 300g,"4,780","4,780",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,오징어_낙지_문어
맛김,31478806725,바삭한 김스낵-오리지널 30gx8입 마른김 조미김 김밥,"12,740","12,740",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
상추,28492605196,라탄 타원바구니 바스켓 바닥막힘 상추 바구니 대,"15,000","15,000",0, - , 식품 ,,,,2022-07-01,채소,시금치_쌈채소_나물
냉동식품,9071086088,SB/2/한성 해물경단 1kg -3개/해물경단/반찬,"36,400","36,400",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
참기름,21725218389,우리상회 국내산 참기름+생들기름 종합선물세트,"87,900","87,900",0, - , 식품 ,,,,2022-07-01,면_양념_오일,식용유_참기름_오일
사과,2037705672,마음담은 사과 7kg(23~26과_흠집),"33,900","33,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
생강,33075686977,말린 생강 300g 국산 건강,"21,150","21,150",0, - , 식품 ,,,,2022-07-01,채소,냉동_이색_간편채소
콩,32038479283,[베리세상] 국내산 호랑이콩 2kg,"28,900","28,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
혼식곡,31133107634,[트레이더스][21년산 햇곡] 국산 찰진주(흑미) 4kg,"24,500","24,500",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
혼식곡,26306892719,[함평월야농협]나비고을 흑미 1kg,"11,900","11,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
전복,29882777411,[롯데백화점]전복드림 [전복드림]완도노화도 활전복 1kg 14-15미,"48,910","48,910",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,해산물_조개류
밤,83226077428,이마트24 맛있는 군밤 80g 5개 밤 100% 간식 맛밤 노브랜드,"13,900","13,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
카레,29760833638,오뚜기 오뚜기 카레 순한맛 100g x 6입,"10,050","10,050",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
아이스크림,32930120931,[빙그레]빙그레 참붕어싸만코 초코 18개 /아이스크림 [갤러리아],"18,900","18,900",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
고구마,33045681959,안면도 호박고구마 (중+상) 3kg,"11,090","11,090",0, - , 식품 ,,,,2022-07-01,채소,고구마_감자_당근
고등어,33153295414,간고등어(안동 700g)X5/식자재,"73,610","73,610",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,생선류
잼,1158700326,제주 명품 수제 감귤잼 단품세트(+선물박스 손잡이),"21,900","21,900",0, - , 식품 ,,,,2022-07-01,베이커리_치즈_델리,잼_버터_스프레드
고구마,28725608884,통감자 껍데기 껍질 호박 고구마 토란 세척기 탈피기,"393,600","393,600",0, - , 식품 ,,,,2022-07-01,채소,고구마_감자_당근
스낵과자,26886159782,농심 스낵 농심 포테토칩 오리지널 60g,"1,030","1,030",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,과자_스낵_쿠키
당면,32483664708,오뚜기 옛날 자른 당면 500g 20인분 1개,"4,000","4,000",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
당면,33193378954,오뚜기 옛날 당면 500g,"21,690","21,690",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
과일가공품,33081813635,롯데푸드 롯데 후르츠 칵테일 850gx12캔 1박스,"30,910","30,910",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,간편과일
딸기,82426456831,더푸름 냉동 딸기 1kg 냉동과일,"4,700","4,700",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,국산과일
과일가공품,25820046350,Dole 후룻컵 망고 198g x 6개입 과일 통조림,"13,950","13,950",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,간편과일
고구마,31148524878,껍질이 없어 간편한 해남아이스군고구마(냉동) 150g 12팩(총 1.8kg)  2. 호박 아이스 군 고구마 12팩,"32,900","32,900",0, - , 식품 ,,,,2022-07-01,채소,고구마_감자_당근
밀가루,32848784313,곰표 밀가루 중력다목적용  1kg  3개,"9,880","9,880",0, - , 식품 ,,,,2022-07-01,면_양념_오일,밀가루_가루_믹스
즉석식품,32590404353,오뚜기 옛날 사골곰탕 국물 350g   6개,"8,420","8,420",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,떡볶이_튀김_순대
냉동식품,26677456889,풀무원 생가득 생물만두 250gx3 x4봉 총12봉,"29,120","29,120",0, - , 식품 ,,컬리온리,,2022-07-01,간식_과자_떡,아이스크림
치즈,83443845880,남양 콰트로 치즈 204g2입,"4,400","4,400",0, - , 식품 ,,KF365,,2022-07-01,베이커리_치즈_델리,치즈
땅콩,27709802585,[머거본] 허니로스티드땅콩 25g 1봉,990,990,0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,견과류
호박,22367578053,[우리가락]인큐애호박 1개,"3,515","3,515",0, - , 식품 ,,,,2022-07-01,채소,오이_호박_고추
토마토,32919556101,[롯데백화점]  [산지직송] 충주 유기농 방울토마토 2kg LE1201683410,"16,830","16,830",0, - , 식품 , 친환경 ,,841.5,2022-07-01,과일_견과_쌀,국산과일
미역,11579705715,오뚜기 옛날 미역 100g 건미역 건조미역,"3,200","3,200",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
냉동식품,2091985710,고기손만두560g+김치손만두 640g+물만두600g+철판군만두600g,"18,390","18,390",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
즉석식품,23180810490,청담추어정 추어탕 700g,"10,000","10,000",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,떡볶이_튀김_순대
카레,32183693173,(무)오뚜기 백세카레순한맛1kg,"9,840","9,840",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
마른멸치,83191995662,해양심층수 담은 미네랄이 풍부한 소멸 마른멸치 조림 간식용 250g 4봉,"42,380","42,380",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,건어물_다시팩
콩,28399121722,지투지샵  채운_백태(메주콩) 1kg,"11,750","11,750",0, - , 식품 ,,컬리스,,2022-07-01,과일_견과_쌀,쌀_잡곡
당면,29870798932,삼양 로제 불닭 납작당면 169.4g,"11,530","11,530",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
스낵과자,33184270365,포테토칩 오리지널 60g 20개,"31,400","31,400",0, - , 식품 ,,KF365,,2022-07-01,간식_과자_떡,과자_스낵_쿠키
현미,32963052790,저당 현미 (1KG),"8,990","8,990",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
호박,30789303359,[맛다름] 애호박 3개,"5,400","5,400",0, - , 식품 ,,,,2022-07-01,채소,오이_호박_고추
치즈,31981092307,바보사랑 프레시봄 크랜베리닭치즈말이 50g.프레시봄,"7,810","7,810",0, - , 식품 ,,컬리온리,,2022-07-01,베이커리_치즈_델리,치즈
고사리,32589838760,지리산 야생 햇 고사리 / 건고사리,"20,000","20,000",0, - , 식품 ,,,,2022-07-01,채소,시금치_쌈채소_나물
마른멸치,1105561325,해표 멸치디포리 다시팩 150g 3개,"23,200","23,200",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,건어물_다시팩
전복,24776750326,완도 활전복 5미내외(500g/마리당105g내외)_국내산(양식),"37,600","37,600",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,해산물_조개류
과일가공품,1571476927,과일통조림 죽순캔 화풍 편 2840g,"10,000","10,000",0, - , 식품 ,,컬리스,,2022-07-01,과일_견과_쌀,간편과일
김치,32104879325,[CJ프레시웨이] 이츠웰 포기김치 5kg,"28,410","28,410",0, - , 식품 ,,,,2022-07-01,국_반찬_메인요리,김치_젓갈_장류
당면,29939041822,[이마트] 당면500g x 3개,"13,770","13,770",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
북어채,82393880022,구수한 황태채 1kg 고담백 북어채 자갈치푸드,"27,500","27,500",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,건어물_다시팩
고추장,29205929818,맛있는 찰고추장(삼양사14K) 간편요리 식재료용품,"50,840","50,840",0, - , 식품 ,,,,2022-07-01,면_양념_오일,양념_액젓_장류
카레,27684450419,3분 쇠고기카레 200G 24개입,"34,000","34,000",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
라면,30993081667,애터미 감자로만든채식라면 24개입,"28,840","28,840",0, - , 식품 ,,컬리온리,,2022-07-01,샐러드_간편식,파스타_면류
참기름,30253580030,(무)오뚜기 고소한참기름320ml,"9,700","9,700",0, - , 식품 ,,,,2022-07-01,면_양념_오일,식용유_참기름_오일
전복,25514388841,누리다 완도 활전복 1kg 13-15미_국내산(양식),"48,880","48,880",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,해산물_조개류
커피,33173370671,단일상품 12g   180개 - 맥스웰하우스 커피믹스 오리지널 스틱형,"17,060","17,060",0, - , 식품 ,,,,2022-07-01,생수_음료_우유_커피,커피
국수,20022341005,중국 옥수수국수 온면냉면용 옥수수면,"1,300","1,300",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
소금,31505708403,올가홀푸드 황토소금 (리필용) (300g),"4,810","4,810",0, - , 식품 ,,,,2022-07-01,면_양념_오일,소금_설탕_향신료
파스타면,30655159378,스파게티 라리 500g x5 파스타 업소용 파스타면 식당,"1,920","1,920",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
땅콩,23439676752,산과들에 햇견과 수입볶음땅콩1kgx3봉,"17,200","17,200",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,견과류
카레,12092836326,오뚜기 3분 쇠고기카레 200G 24개,"35,500","35,500",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
즉석식품,33135073562,CJ햇반 간편식 컵반 햇반 컵밥 덮밥 미역국 황태국 고추장제육 카레 짜장 찌개,"6,500","6,500",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,떡볶이_튀김_순대
카레,30253532598,(무)오뚜기 3일숙성카레순한맛80gX10개,"26,720","26,720",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
밤,1332778400,[바보사랑]1000조각 직소퍼즐 론강의 별이 빛나는 밤에(PL1245),"20,000","20,000",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
도라지,33121646807,[롯데백화점]친환경팔도 (롯데백화점)국내산 도라지 (특)1kg,"23,400","23,400",0, - , 식품 , 친환경 ,,1170.0,2022-07-01,채소,냉동_이색_간편채소
과일가공품,33141964522,동원 복숭아 황도슬라이스 과일캔 400g,"11,620","11,620",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,간편과일
호박,27028943512,[SSG.Fresh]주키니호박 1개/20cm이상,"1,750","1,750",0, - , 식품 ,,,,2022-07-01,채소,오이_호박_고추
토마토,33209494084,CJ 헌트 토마토 페이스트 6개 1박스 3.15키로,"167,040","167,040",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,국산과일
당면,31484685372,국봉 수정당면 350g 1개 훠궈 샹궈 마라탕 중국식품,"1,900","1,900",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
김치,82555652377,금양김치10kg/중국산김치10kg,"15,500","15,500",0, - , 식품 ,,,,2022-07-01,국_반찬_메인요리,김치_젓갈_장류
냉동식품,1197147722,(1100260) 행복한맛남 냉동 계란지단 700g,"11,460","11,460",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
생강,21952496462,[롯데아이몰][우리가락] 생강 1kg,"12,680","12,680",0, - , 식품 ,,,,2022-07-01,채소,냉동_이색_간편채소
당면,32424748981,단일상품 1kg 86개 - 오뚜기 옛날 당면,"10,120","10,120",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
보리쌀,23191268642,녹색보리쌀 5kg(1kgX5) 청보리쌀/녹색보리,"25,200","25,200",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
김치,447097643,딤채 국내산 총각김치 한우양지육수 특허유산균 2kg,"28,000","26,500",-1500,0.05, 식품 ,,,,2022-07-01,국_반찬_메인요리,김치_젓갈_장류
고춧가루,32073907864,[올가]태양숙성 강원도 고춧가루(국산) (200g),"15,910","15,910",0, - , 식품 ,,,,2022-07-01,면_양념_오일,소금_설탕_향신료
맛김,84190776505,J0851 지도표 재래식 성경 식탁김(4gx16봉)X8개(1 박스),"55,680","55,680",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
낙지,30522752096,선도 좋은 낙지 호롱이 1등 낙지호롱이 맛보세요,"13,270","13,270",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,오징어_낙지_문어
맛김,31105415105,풀무원 풀무원재래김 도시락김 (12봉)x5개 (총60봉),"31,020","31,020",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
밀가루,33196038072,우리농 30주년 우리밀 통 밀가루 800g,"9,500","9,500",0, - , 식품 ,,,,2022-07-01,면_양념_오일,밀가루_가루_믹스
냉동식품,32920302602,풀무원탱글새우 물만두 4봉 오색야채고기 물만두 2봉 생물만 - UnKnown 풀무원,"44,100","44,100",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
냉동식품,1340291366,[동원] 미니돈까스 1kg x 3봉,"20,100","20,100",0, - , 식품 ,,컬리온리,,2022-07-01,간식_과자_떡,아이스크림
고구마,419388075,[미들채] 하루한끼 아이스 군고구마 130g x 20개,"44,900","44,900",0, - , 식품 ,,,,2022-07-01,채소,고구마_감자_당근
딸기,83802742910,T STANDARD 냉동딸기 2.3kg (아이스박스 무료포장),"12,720","12,720",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,국산과일
고춧가루,24369144327,한생 국산고춧가루1kg (고추가루),"28,670","28,670",0, - , 식품 ,,,,2022-07-01,면_양념_오일,소금_설탕_향신료
라면,32001902907,농심 신라면 5개입 x 4 20개입,"11,590","11,590",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
기능성음료,31671404523,레드불 에너지 드링크 250ml 24개,"32,950","32,950",0, - , 식품 ,,컬리스,,2022-07-01,생수_음료_우유_커피,음료_주스
커피,31637321097,남양 프렌치카페 커피믹스 300T+프렌치카페10T,"26,300","26,300",0, - , 식품 ,,,,2022-07-01,생수_음료_우유_커피,커피
커피,32192078044,단일상품 12g   180개 - 맥스웰하우스 커피믹스 오리지널 스틱형,"21,900","21,900",0, - , 식품 ,,,,2022-07-01,생수_음료_우유_커피,커피
즉석식품,30378219603,동원 동원 양반 쇠고기죽 287.5G X 3개,"13,140","13,140",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,떡볶이_튀김_순대
잼,391931958,솜 복숭아 소프트잼 1kg 1박스 6개,"82,380","82,380",0, - , 식품 ,,,,2022-07-01,베이커리_치즈_델리,잼_버터_스프레드
아이스크림,32081435213,국화빵 찰떡 아이스크림 20개입 - 롯데푸드,"30,570","30,570",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
미역,1908030858,미역 40gx5봉 해썹인증품,"11,500","11,500",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
참외,32963548189,[두레]향기좋은 성주참외 5kg[25-29과],"25,900","25,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,국산과일
생선통조림,33097222479,동원 꽁치 400g 원터치,"6,340","6,340",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,수산가공품
아이스크림,33160459169,W쇼핑 빙그레 투게더 바닐라 오리지널 900ml 3개 아이스크림 - W쇼핑,"21,860","21,860",0, - , 식품 ,,컬리스,,2022-07-01,간식_과자_떡,아이스크림
고사리,81239103824,육개장 나물세트 불린 토란대 데친 고사리 각 200g씩,"9,700","9,700",0, - , 식품 ,,,,2022-07-01,채소,시금치_쌈채소_나물
낙지,32938791492,바다식객 한입 크기 냉동절단낙지 500g M,"7,850","7,850",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,오징어_낙지_문어
설탕,1340315554,[CJ직배송] 백설 갈색설탕15kg X3개,"91,440","91,440",0, - , 식품 ,,,,2022-07-01,면_양념_오일,소금_설탕_향신료
라면,31879495960,[이마트 미고랭라면 인도네시아 볶음면 80g x 20개입],"23,700","23,700",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
사과,102722151,황금사과 시나노골드 정품 5kg 19-21과,"44,900","44,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
과일가공품,83444036533,달콤한 황도 복숭아 4~6입/팩 (1.25kg내외),"11,900","11,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,간편과일
수박,83838220770,거창농산 하우스 노지 임산부 꿀 수박 4kg 이상 음성 맹동 고창,"19,800","19,800",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,국산과일
혼식곡,30863414708,푸른들판 자연담은 유기농 찰흑미 1kg X 2,"16,450","16,450",0, - , 식품 , 친환경 ,,822.5,2022-07-01,과일_견과_쌀,쌀_잡곡
과일가공품,9983903335,Dole 후룻컵 복숭아 198G,"2,590","2,590",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,간편과일
냉동식품,1222283360,아하 쿡찌니 새우만두 1.2kg 6입,"73,010","73,010",0, - , 식품 ,,KF365,,2022-07-01,간식_과자_떡,아이스크림
간장,28698364642,샘표 샘표 진간장 금F3 1.7L X X 2개 최신제조,"14,500","14,500",0, - , 식품 ,,,,2022-07-01,면_양념_오일,양념_액젓_장류
고구마,80536608953,국내산 당일채취 생 고구마순 싱싱한 고구마줄기 1kg,"6,400","6,400",0, - , 식품 ,,,,2022-07-01,채소,고구마_감자_당근
김,210590776,새우표 완도 어린이 도시락김 4g x 36봉,"15,500","15,500",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
고구마,33113481118,호박고구마 (1.5KG),"6,590","6,590",0, - , 식품 ,,,,2022-07-01,채소,고구마_감자_당근
스낵과자,1248683954,[오가닉스토리] 유기농 현미로 만든 한입 쏙 바나나볼 3종,"13,200","13,200",0, - , 식품 , 친환경 ,,660.0,2022-07-01,간식_과자_떡,과자_스낵_쿠키
생선통조림,32181196960,샘표 김치찌개용 꽁치 통조림,"765,900","765,900",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,수산가공품
블루베리,32791404671,맥그로우앤마리 냉동 블루베리 1kg,"9,900","9,900",0, - , 식품 ,,컬리온리,,2022-07-01,과일_견과_쌀,수입과일
탄산음료,1478443033,롯데칠성 밀키스 500ML,"1,580","1,580",0, - , 식품 ,,,,2022-07-01,생수_음료_우유_커피,음료_주스
고춧가루,26558524042,중국산 햇고추가루 1kg 중국산고추가루 굵은고춧가루,"9,500","9,500",0, - , 식품 ,,,,2022-07-01,면_양념_오일,소금_설탕_향신료
김치,32065847719,종가집  홈플러스  대상종가집 볶음김치 100g x 5개,"13,930","13,930",0, - , 식품 ,,,,2022-07-01,국_반찬_메인요리,김치_젓갈_장류
김,28977236586,[광천김] 재래 전장김 (25gX10봉) 외 모음전,"19,800","19,800",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
찹쌀,1168512678,[e경남몰]진주논개GAP황금쌀삼시백미찹쌀5kgx2개,"54,900","54,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
보리쌀,9717958193,찰보리쌀 4kg 찰보리 국산,"9,900","9,900",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,쌀_잡곡
혼합음료,27581880935,포카리620 운동음료 포카리스웨트 620ml 6개 한박스,"17,550","17,550",0, - , 식품 ,,,,2022-07-01,생수_음료_우유_커피,음료_주스
밤,32951943041,알밤 1kg 대용량 밤 맛있는 익힌 깐밤 남녀노소 온가족 영양 간식,"36,000","36,000",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,제철과일
카레,32171688326,오뚜기 3분 백세카레 약간매운맛 - 기타,"6,780","6,780",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,죽_스프_카레
과일가공품,25819710180,Dole 후룻컵 복숭아 198g x 6개입 과일 통조림,"13,950","13,950",0, - , 식품 ,,,,2022-07-01,과일_견과_쌀,간편과일
고등어,32358250557,국내산 생물고등어 20마리(7kg내외) 무료손질,"33,970","33,970",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,생선류
설탕,27593887682,애리스리톨 400g 스태비아 에리스테롤 당뇨환자설탕,"14,690","14,690",0, - , 식품 ,,,,2022-07-01,면_양념_오일,소금_설탕_향신료
맛김,32838110178,해초 조미김 7호 HACCP 특허,"24,070","24,070",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
생선통조림,33065721944,동원 라이트스탠다드 150g x 48캔 / 살코기참치 참치캔,"129,800","129,800",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,수산가공품
즉석식품,22124368397,오뚜기 맛있는 컵밥 쇠고기미역국밥  3개  쇠고기미역국밥 172g,"10,300","10,300",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,떡볶이_튀김_순대
김,1137859632,향긋한 완도 햇 곱창김 100매 특품,"32,900","32,900",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,김_미역_해조류
국수,29428899650,[트레이더스]오뚜기 옛날국수 소면900g 3개+ 소면500g 1개+올따옴물티슈,"13,640","13,640",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
오징어,24076328902,해미래 해미래  국내산 손질 냉동 오징어 270g 내외 (2마리) x 2팩,"20,590","20,590",0, - , 식품 ,,,,2022-07-01,수산_해산_건어물,오징어_낙지_문어
김치,1197860573,[경원재] 100% 국내산 농산물로 만든 포기김치 5kg,"22,500","22,500",0, - , 식품 ,,,,2022-07-01,국_반찬_메인요리,김치_젓갈_장류
냉동식품,1895934085,쿡찌니매콤주꾸미만두 1.2kg x 2,"26,900","26,900",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
냉동식품,697472039,[고기대신] 만두의 비밀 채식 비건 만두 2종 2팩 세트,"14,900","14,900",0, - , 식품 ,,,,2022-07-01,간식_과자_떡,아이스크림
소금,25126223135,초이스엘 맛소금 (500G),"1,990","1,990",0, - , 식품 ,,컬리온리,,2022-07-01,면_양념_오일,소금_설탕_향신료
즉석식품,33161991872,단일상품 350g   130개 - 오뚜기 옛날 사골곰탕 국물,"293,220","293,220",0, - , 식품 ,,,,2022-07-01,샐러드_간편식,떡볶이_튀김_순대
잼,1640943707,노브랜드 판단카야잼 425g,"4,800","4,800",0, - , 식품 ,,,,2022-07-01,베이커리_치즈_델리,잼_버터_스프레드
라면,8359940882,오뚜기 열라면 105g,670,670,0, - , 식품 ,,,,2022-07-01,샐러드_간편식,파스타_면류
밀가루,27894759693,곰표 곰표 밀가루 중력 2.5kg+6개 1묶음,"29,800","29,800",0, - , 식품 ,,,,2022-07-01,면_양념_오일,밀가루_가루_믹스
잼,843939484,알랭밀리아 딸기잼 5종 오렌지 프랑스잼 무화과 블루베리,"1,400","1,400",0, - , 식품 ,,,,2022-07-01,베이커리_치즈_델리,잼_버터_스프레드
상추,31961369315,국내산 친황경 양상추 2통 코스트코 아이스박스포장,"11,510","11,510",0, - , 식품 ,,,,2022-07-01,채소,시금치_쌈채소_나물
분유,32950398568,임페리얼드림XO 남양 액상분유 3단계 180ml  1개입  24개,"20,390","20,390",0, - , 식품 ,,컬리스,,2022-07-01,베이비_키즈_완구,분유_간편 이유식
